uid,title,num,crn,section,hours,times,faculty,location,limit,enrolled,available,info,description,subj,subject,subj_code,cat_term,credit_hours
202610HIST12706,"Senior Seminar",452,12706,B,4,"T 1330-1600,  ","R Levine","Gailor Hall 202",15,11,"Available: 4","General Education: GMWI: Major Writing Intensive<br><br>Open only to students pursuing majors in history; Prerequisite:  HIST 352 ; Consent of professor required for late entry","History majors engage in primary and secondary research on a topic of interest, culminating in a significant analytical paper. The semester concludes with an oral presentation of each student's research.",HIST,History,HIST,202610,"4 hours"
202610HUMN12343,"Experience, Expression, and Exchange in Western Culture:  Texts and Contexts of the Ancient World",103,12343,A,4,"MWF 1000-1050,  ","S MacLaren","Walsh-Ellett Hall 204",15,14,"Available: 1","General Education: G1: Reading Closely,G3: Seeking Meaning<br><br>Consent of professor required for late entry","This interdisciplinary course explores significant issues in Greco-Roman culture as well as the religious traditions of the Near East.  It provides a critical introduction to cultural contexts and ideological tensions that have contributed to the construction of Western identities and civilizations.  Through examination of selected textual and intellectual echoes over time, the course considers the changing reception and impact of controversies and debates that have not only shaped ideas of ""the West"" but continue to challenge and perplex human beings.",HUMN,Humanities,HUMN,202610,"4 hours"
202610HUMN12344,"Experience, Expression, and Exchange in Western Culture:  Texts and Contexts of the Ancient World",103,12344,B,4,"MWF 1000-1050,  ","C McDonough","Walsh-Ellett Hall 310",15,14,"Available: 1","General Education: G1: Reading Closely,G3: Seeking Meaning<br><br>Consent of professor required for late entry","This interdisciplinary course explores significant issues in Greco-Roman culture as well as the religious traditions of the Near East.  It provides a critical introduction to cultural contexts and ideological tensions that have contributed to the construction of Western identities and civilizations.  Through examination of selected textual and intellectual echoes over time, the course considers the changing reception and impact of controversies and debates that have not only shaped ideas of ""the West"" but continue to challenge and perplex human beings.",HUMN,Humanities,HUMN,202610,"4 hours"
202610HUMN12345,"Experience, Expression, and Exchange in Western Culture:  Texts and Contexts of the Ancient World",103,12345,C,4,"MWF 1000-1050,  ","E Thurman","Walsh-Ellett Hall 208",15,15,"Closed // Waitlist: 0","General Education: G1: Reading Closely,G3: Seeking Meaning<br><br>Consent of professor required for late entry","This interdisciplinary course explores significant issues in Greco-Roman culture as well as the religious traditions of the Near East.  It provides a critical introduction to cultural contexts and ideological tensions that have contributed to the construction of Western identities and civilizations.  Through examination of selected textual and intellectual echoes over time, the course considers the changing reception and impact of controversies and debates that have not only shaped ideas of ""the West"" but continue to challenge and perplex human beings.",HUMN,Humanities,HUMN,202610,"4 hours"
202610HUMN12347,"Experience, Expression, and Exchange: Utopias and Dystopias",204,12347,A,4,"MWF 0900-0950,  ","D Ettensohn","Walsh-Ellett Hall 310",15,15,"Closed // Waitlist: 0","General Education: G3: Seeking Meaning,G4: Exploring Past and Present,GFWI: Foundational Writing Intensive<br><br>Consent of professor required for late entry","This course explores how utopian, dystopian, and post-apocalyptic discourse imaginatively engages--and has engaged--cultural and historical challenges.   Using approaches related to history, philosophy, literature, political theory, and the visual arts--especially film--this class seeks to ground utopian and dystopian speculation in the historical and cultural circumstances engendering it.  Possible texts include works by Rousseau, More, Plato, Schopenhauer, Nietzsche, Marx, Leibniz, Voltaire, Huxley, Orwell, Zamyatin, McCarthy, Burgess, Atwood, Ishiguro, Lovecraft, Fritz Lang, and Ridley Scott.",HUMN,Humanities,HUMN,202610,"4 hours"
202610HUMN12348,"Experience, Expression, and Exchange: Utopias and Dystopias",204,12348,B,4,"MWF 0900-0950,  ","K Malone","Walsh-Ellett Hall 204",15,15,"Closed // Waitlist: 0","General Education: G3: Seeking Meaning,G4: Exploring Past and Present,GFWI: Foundational Writing Intensive<br><br>Consent of professor required for late entry","This course explores how utopian, dystopian, and post-apocalyptic discourse imaginatively engages--and has engaged--cultural and historical challenges.   Using approaches related to history, philosophy, literature, political theory, and the visual arts--especially film--this class seeks to ground utopian and dystopian speculation in the historical and cultural circumstances engendering it.  Possible texts include works by Rousseau, More, Plato, Schopenhauer, Nietzsche, Marx, Leibniz, Voltaire, Huxley, Orwell, Zamyatin, McCarthy, Burgess, Atwood, Ishiguro, Lovecraft, Fritz Lang, and Ridley Scott.",HUMN,Humanities,HUMN,202610,"4 hours"
202610HUMN12349,"Experience, Expression, and Exchange: Utopias and Dystopias",204,12349,C,4,"MWF 0900-0950,  ","A Moser","Carnegie Hall 320",15,15,"Closed // Waitlist: 0","General Education: G3: Seeking Meaning,G4: Exploring Past and Present,GFWI: Foundational Writing Intensive<br><br>Consent of professor required for late entry","This course explores how utopian, dystopian, and post-apocalyptic discourse imaginatively engages--and has engaged--cultural and historical challenges.   Using approaches related to history, philosophy, literature, political theory, and the visual arts--especially film--this class seeks to ground utopian and dystopian speculation in the historical and cultural circumstances engendering it.  Possible texts include works by Rousseau, More, Plato, Schopenhauer, Nietzsche, Marx, Leibniz, Voltaire, Huxley, Orwell, Zamyatin, McCarthy, Burgess, Atwood, Ishiguro, Lovecraft, Fritz Lang, and Ridley Scott.",HUMN,Humanities,HUMN,202610,"4 hours"
202610HUMN12350,"Experience, Expression, and Exchange: Utopias and Dystopias",204,12350,D,4,"MWF 0900-0950,  ","D Rung","Walsh-Ellett Hall 208",15,15,"Closed // Waitlist: 0","General Education: G3: Seeking Meaning,G4: Exploring Past and Present,GFWI: Foundational Writing Intensive<br><br>Consent of professor required for late entry","This course explores how utopian, dystopian, and post-apocalyptic discourse imaginatively engages--and has engaged--cultural and historical challenges.   Using approaches related to history, philosophy, literature, political theory, and the visual arts--especially film--this class seeks to ground utopian and dystopian speculation in the historical and cultural circumstances engendering it.  Possible texts include works by Rousseau, More, Plato, Schopenhauer, Nietzsche, Marx, Leibniz, Voltaire, Huxley, Orwell, Zamyatin, McCarthy, Burgess, Atwood, Ishiguro, Lovecraft, Fritz Lang, and Ridley Scott.",HUMN,Humanities,HUMN,202610,"4 hours"
202610INGS12640,"Medical Anthropology",319,12640,A,4,"MWF 0900-0950,  ","Y Kang","Spencer Hall 151",18,16,"Available: 2","Consent of professor required for late entry","This anthropological investigation into medical topics with a cultural component (gerontology, substance abuse, nutrition, folk medicine, etc.) will also examine the ways in which various cultural backgrounds may impede or enhance the medical process. Issues such as disease and therapy will also be examined in cross-cultural perspective.",ANTH,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12298,"Art and Politics during the Hispanic Enlightenment",352,12298,A,4,"TR 1100-1215,  ","L Todd","Gailor Hall 130",18,8,"Available: 10","Consent of professor required for late entry","The Enlightenment, particularly the brand of enlightened despotism promoted by the Bourbons, transformed art and art institutions in the Hispanic world. Despite the ideals of ‘enlightened despotism,’ in actuality colonialism as the larger cultural system in which art functioned was an ongoing and complex process that involved negotiation, resistance, reconciliation, and manipulation of new and old art forms. This course explores how a new intellectual movement—framed under specific political goals—was and wasn’t accepted and both did and did not change art in Spain and its colonies.",ARTH,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12332,"A Tale of Three Cities: Shanghai, Taipei, and Hong Kong",215,12332,A,4,"MWF 0900-0950,  ","Y Tan","Gailor Hall 225",20,16,"Available: 4","General Education: G1: Reading Closely,G6CH: Comprehending Cross-Culturally (Chinese Culture)<br><br>Reserved Seats: new first-year students - 7 (none available); Consent of professor required for late entry","This course delves into the rich tapestry of literary and visual narratives from three vibrant Asian metropolises: Shanghai, Taipei, and Hong Kong. Beyond their geopolitical significance, all three cities have played pivotal roles in the evolution of modern Chinese-language literature and film. Through a careful examination of creative works from these urban centers, students will uncover the historical interconnections and cultural exchanges that characterize this dynamic region of the world. Taught in English, readings in English translations.",ASIA,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12401,"Economic Development",310,12401,A,4,"MWF 0800-0850,  ","K Misra","Walsh-Ellett Hall 206",20,13,"Available: 7","Prerequisites: (ECON 101 and ECON102) or ECON 120; Consent of professor required for late entry","The course examines the principles and concepts of development and focuses on major development problems and policies, both domestic and international.  Topics of analysis include theories of economic growth and development, poverty and income distribution, population, human capital, agricultural and rural development, and international trade.",ECON,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12402,"Environmental Economics",335,12402,A,4,"MWF 1100-1150,  ","B Blythe","Walsh-Ellett Hall 308",20,20,"Closed // Waitlist: 5","Prerequisites: ECON 101 or ECON 120; Consent of professor required for late entry","A study of the causes of and solutions for pollution and environmental degradation weighs the value of ecosystems and their role in sustaining economic activity. Applies cost/benefit analysis to environmental issues and provides an introduction to economics of nonrenewable and renewable resources such as mines, forests, and fish.",ECON,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12404,"International Trade",343,12404,A,4,"TR 0800-0915,  ","K Theyson","Walsh-Ellett Hall 206",20,13,"Available: 7","Prerequisites: ECON 101 or ECON 120; Consent of professor required for late entry","This course studies international trade theories and trade policy. Topics include trade models, the gains from trade, determinants of the terms of trade and income distribution, global factor movements, protectionist policy, and trade agreements.",ECON,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12686,"World Literature in English",399,12686,A,4,"TR 1100-1215,  ","D Ettensohn","Gailor Hall 103",20,11,"Available: 9","Prerequisites: One course in English with attribute GFWI; Consent of professor required for late entry","A study of twentieth-century literature written in English from Africa, South Asia, and the Caribbean, concentrating on colonial and post-colonial themes, as well as issues of gender, politics, and nationalism.  Possible authors include Chinua Achebe, Wole Soyinka, Nadine Gordimer, J. M. Coetzee, Salman Rushdie, Arundhati Roy, V. S. Naipaul, and Derek Walcott.",ENGL,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12528,"Ecosystems of the Ocean",209,12528,A,4,"MWF 0900-0950,  ","E Ezell","Snowden Hall 215",26,26,"Closed // Waitlist: 2","Consent of professor required for late entry","As an introduction to the geologic, physical, chemical, and biological processes of the world's ocean, this course emphasizes its complex relationships with human cultures. Students in this course engage with a mix of readings from scientific journals, textbooks, and classic literature while conducting their own scientific reviews to pursue questions at the frontiers of ocean sciences.",ENST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12530,"Sustainability and Global Environmental Change Seminar",211,12530,A,2,"F 1400-1530,  ","E Ezell/ S Torreano","Snowden Hall 109",15,15,"Closed // Waitlist: 0","Prerequisites: Only open to students who have been admitted to the Global Environmental Change Field Studies Program; Consent of professor required for late entry","This seminar-style course exposes students to literature on a variety of issues related to climate change and other examples of our dynamic global environment including natural resource use and natural hazards.",ENST,"International & Global Studies",SPAN,202610,"2 hours"
202610INGS12531,"Environmental Policy and Law",334,12531,A,4,"TR 0800-0915,  ","D Carter","Snowden Hall 215",16,16,"Closed // Waitlist: 0","Prerequisite:  ENST 101  or  ENST 200  and  POLS 101  ; Consent of professor required for late entry","This course combines the study of public policy with the study of major environmental problems. Students will explore public policy concepts and the instruments used in environmental regulation. Topics will include air and water quality issues hazardous waste and risk management, natural resources and biological diversity. The course will also discuss the impact of environmental groups and citizen activism on this highly complex area of public policy. Not open for credit to students who have completed POLS 208 or POLS 313.",ENST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS11832,"Langue, Littérature, Culture in Nantes",322,11832,A,4,"TBA ,  ","K Mills",TBA,99,12,"Available: 87","Prerequisite:  FREN 300  or  FREN 313  ; Consent of professor required for late entry","Intensive grammar review and vocabulary expansion–specifically, the acquisition of pivotal expressions that aid in modulating the flow of the French sentence; the overall goal is to improve students' compositional skills for the various writing assignments required while studying in Nantes. Literary and cultural readings are also discussed and analyzed in the second part of the course, with excursions to areas within Nantes and the Brittany region that have a significant connection to the authors' lives. This course is part of the Sewanee Semester in France program.",FREN,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12553,"The Seventeenth Century",403,12553,A,4,"TR 1100-1215,  ","D Rung","Gailor Hall 112",16,12,"Available: 4","Prerequisites: FREN 390 or placement; Consent of professor required for late entry","Readings in baroque poets, Descartes, Pascal, LaFontaine, moralistes, Boileau, as well as in the great dramatists of the century: Corneille, Moliere, and Racine.",FREN,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12552,"The Eighteenth Century",405,12552,A,4,"MW 1400-1515,  ","J Ledford","Gailor Hall 103",16,3,"Available: 13","Prerequisites: FREN 390 or placement; Consent of professor required for late entry","A study of the stylistic strains of the century, with particular emphasis on enlightenment writings and on the development of the novel and of comedy: Montesquieu, Marivaux, Voltaire, Diderot, Rousseau, Beaumarchais, Isabelle de Charriere, Andre Chenier, among others.",FREN,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12276,"History of Britain and Ireland I",205,12276,A,4,"MWF 0900-0950,  ","M Mitchell","Walsh-Ellett Hall 304",26,26,"Closed // Waitlist: 0","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 9 (none available); Consent of professor required for late entry","A general survey of the political, constitutional, economic, and social history of Britain and Ireland from pre-history to the Revolution of 1688.",HIST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12277,"Early Modern Cities",210,12277,A,4,"MWF 1100-1150,  ","K Whitmer","Walsh-Ellett Hall 304",26,26,"Closed // Waitlist: 0","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 5 (none available); Consent of professor required for late entry","A survey of urban life in the early modern world between 1400 and 1750.  This course examines the dynamic contours of early modern cities in a variety of cultural contexts, considering how the period's emerging networks of exchange, as well as colonial ambitions, generated new links between decidedly urban spaces across the globe.  How did residents experience and use the space of the city to regulate relationships among members of disparate social and cultural groups?  Students also assess the status of early modern cities as key sites for the transfer and production of knowledge.  The course ends with an introduction to cosmopolitanism in the eighteenth century.",HIST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12281,"Southern African History",215,12281,A,4,"TR 0930-1045,  ","R Levine","Walsh-Ellett Hall 310",22,15,"Available: 7","Reserved Seats: new first-year students - 2 (none available); Consent of professor required for late entry","This course encompasses both the established history of the southern African region c. 1500-2004 and recent historiographical developments. As a result of this dual focus, the course highlights the production of southern African history, considering how, for whom, and why that history has been written. Topics include: the environment in history; the creation and interactions of racial groups; the mineral revolution and capitalist development; white domination, segregation, and apartheid; and political and popular resistance to these oppressive racial regimes. The course ends with the transition to majority rule, the role of the Truth and Reconciliation Commission, and the democratic future of South Africa.",HIST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12282,"Latin American History to 1825",223,12282,A,4,"TR 1500-1615,  ","C McEvoy","Walsh-Ellett Hall 308",22,18,"Available: 4","Reserved Seats: new first-year students - 4 (none available); Consent of professor required for late entry","A study of the mixture of Indian and Spanish civilizations. Concentration on sixteenth-century culture of Aztecs and Incas, the evolution of Spanish colonial empire, the historical background to strongman government, the art and architecture of the colonies, and the Independence Period 1810-25.",HIST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12279,"The Haitian Revolution",273,12279,A,4,"MW 1530-1645, W 1400-1600","A Mansker","Carnegie Hall 001",26,19,"Available: 7","General Education: G4: Exploring Past and Present,G7: Encountering Perspectives<br><br>Reserved Seats: new first-year students - 5 (none available); Consent of professor required for late entry","In 1791, enslaved Africans in the French Caribbean colony of Saint-Domingue rose up in a coordinated attack against their colonial masters. In so doing, they directly challenged the plantation regime and the system of racial hierarchy that prevailed throughout the Atlantic world. By 1804, the Haitians declared their independence from France and constructed the first “Black Republic” in world history. Exploring primary sources ranging from the Code Noir to slave narratives, accounts by revolutionary black leaders, and worldwide reactions to the insurrection, the course examines some of the major themes and debates surrounding the Haitian Revolution and its immediate aftermath.",HIST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12290,"Monsters, Marvels, and Museums",335,12290,A,4,"MWF 1300-1350, W 1900-2100","K Whitmer","Walsh-Ellett Hall 304",15,13,"Available: 2","Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry","This course introduces students to the history of a particular kind of early modern museum: the curiosity cabinet or Wunderkammer.  These striking collections of curious objects, marvels, and ""monsters"" had become key research and educational venues in many European cities by 1500.  They generated discussion about the relation between local and global knowledge, between the natural and artificial, the extent and causes of biodiversity, and much more.  The course explores the history and politics of these collections while recognizing their role as nodes in global circuits of information transfer and exchange.  Also considered is the Wunderkammer's impact on the development of museums of art, science and technology, natural history, and anthropology.",HIST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12289,"United States and Latin America since 1898",359,12289,A,4,"M 1400-1630,  ","C McEvoy","Walsh-Ellett Hall 308",15,10,"Available: 5","Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry","This seminar deals with the historical interaction of Latin America with the United States from 1898 to the present. Specific topics to be examined include U.S. views of Latin America, imperialism, economic nationalism, the Cuban Revolution, guerrilla warfare, the Chilean and Nicaraguan cases, and the drug problem. The course will discuss the goals, perceptions, and actions of the United States and various Latin American governments during this period.",HIST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12291,"Five Centuries of Atlantic Slavery, 1400-1900",410,12291,A,4,"W 1400-1630,  ","M Mitchell","Walsh-Ellett Hall 308",15,8,"Available: 7","Prerequisites: One course with attribute G4 including AP or IB credit; Consent of professor required for late entry","An examination of the history of the practices of human slavery in the Atlantic World. Topics include the conduct of the transatlantic trade, the Middle Passage experience, plantation systems in North America, the West Indies, and Brazil, the role of Atlantic slavery in the transition to industrialism, slave resistance and revolt, and the abolitionist movements.",HIST,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12318,"Introduction to International and Global Studies",200,12318,A,4,"MWF 1000-1050,  ","E Asiedu-Acquah","Walsh-Ellett Hall 306",26,14,"Available: 12","Open only to sophomores; Consent of professor required for late entry","A course concerned with analyzing how international and global integration shape local development.  After reflecting on this integration during the nineteenth and early twentieth centuries and its impact on nation-state formation and economic development, students analyze the construction of the post-World War II international system around the Bretton-Woods institutions.  Attention is also given to how international norms pertaining to human rights and democracy apply to diverse countries during the current period of globalization, and to how transnational linkages shape economic and cultural transformations.  The course concludes with discussion of living abroad­including  topics such as language acquisition and personal transformation.  Required core course for IGS majors.",INGS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12321,"Introduction to International and Global Studies",200,12321,B,4,"MWF 1100-1150,  ","C Panetta","Gailor Hall 130",26,12,"Available: 14","Open only to sophomores; Consent of professor required for late entry","A course concerned with analyzing how international and global integration shape local development.  After reflecting on this integration during the nineteenth and early twentieth centuries and its impact on nation-state formation and economic development, students analyze the construction of the post-World War II international system around the Bretton-Woods institutions.  Attention is also given to how international norms pertaining to human rights and democracy apply to diverse countries during the current period of globalization, and to how transnational linkages shape economic and cultural transformations.  The course concludes with discussion of living abroad­including  topics such as language acquisition and personal transformation.  Required core course for IGS majors.",INGS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12319,"Youth Cultures in Urban Africa",201,12319,A,4,"MW 1400-1515,  ","E Asiedu-Acquah","Carnegie Hall 320",26,12,"Available: 14","General Education: G4: Exploring Past and Present<br><br>Reserved Seats: new first-year students - 6 (none available); Consent of professor required for late entry","This course focuses on how African urban youth have confronted the challenges of life and the forces of globalization, through examination of local and global socio-political, cultural and linguistic patterns in major African cities. It interrogates the social practices that characterize African urban youth culture, questioning how these practices and youth identities contrast with those socially-ascribed within local cultural frameworks. The course draws reading material from contemporary literature on youth culture, globalization, and social change in Africa. It also uses African films to showcase the opportunities and challenges brought about by the globalization of youth culture in Africa.",INGS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12685,"The End of the World as We Know It: Global Climate Change, Crisis, and Catastrophe",212,12685,A,4,"TR 0930-1045,  ","B McCray","Snowden Hall 215",26,24,"Available: 2","General Education: G4: Exploring Past and Present,G7: Encountering Perspectives<br><br>Consent of professor required for late entry","This course examines how different cultures construct narratives about global catastrophe and climate change. It deconstructs common concepts related to natural and anthropogenic disaster to understand how conceptual affordances and constraints affect mitigation efforts, shape preparation, and guide response to disaster across global contexts. This course emphasizes a comparative approach including perspectives on both past and present societies. It interrogates how contemporary society incorporates tropes of archaeological “collapse” into catastrophic imaginaries. This course aims to foster a more critical, nuanced understanding of the courses of action available to global society in the face of a changing climate.",INGS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12320,"Senior Seminar",400,12320,A,4,"T 1330-1600,  ","E Asiedu-Acquah","J. Albert Woods Laboratories 121",9,9,"Closed // Waitlist: 0","General Education: GMWI: Major Writing Intensive<br><br>Open only to seniors pursuing majors in international and global studies; Consent of professor required for late entry","An interdisciplinary seminar required of all seniors in international and global studies.  Shared readings on key topics and concepts in globalization are discussed in relation to students' geographic concentration and abroad experiences.  Additionally, each student produces and presents a major research paper related to the student's course work as well as abroad experience and language study.  This seminar is normally offered in the fall, in part to reintegrate majors who were abroad in the spring or summer as well as to draw best on the abroad experience while still fresh.  This course also serves as the writing intensive credit within the major.",INGS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12322,"Senior Seminar",400,12322,B,4,"W 1400-1630,  ","C Panetta","Spencer Hall 151",10,10,"Closed // Waitlist: 0","General Education: GMWI: Major Writing Intensive<br><br>Open only to seniors pursuing majors in international and global studies; Consent of professor required for late entry","An interdisciplinary seminar required of all seniors in international and global studies.  Shared readings on key topics and concepts in globalization are discussed in relation to students' geographic concentration and abroad experiences.  Additionally, each student produces and presents a major research paper related to the student's course work as well as abroad experience and language study.  This seminar is normally offered in the fall, in part to reintegrate majors who were abroad in the spring or summer as well as to draw best on the abroad experience while still fresh.  This course also serves as the writing intensive credit within the major.",INGS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12522,"Italian Cinema",315,12522,A,4,"MW 1400-1515,  ","A Martini","Gailor Hall 128",21,21,"Closed // Waitlist: 0","General Education: G6IT: Comprehending Cross-Culturally (Italian Culture)<br><br>Consent of professor required for late entry","This course focuses on Italian cinema from Neorealism to the present day. Through films, the course examines the social, cultural, and political history of Italy from the 1940s to today. Taught in English.",ITAL,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12697,"Contemporary Social Movements",346,12697,A,4,"TR 1100-1215,  ","C Cerja","J. Albert Woods Laboratories 121",22,22,"Closed // Waitlist: 0","Not open to new first-year students; Consent of professor required for late entry","This course examines 1) some of the major social and political ideologies of the 20th century (such as liberalism, socialism, nationalism, feminism, environmentalism); 2) theories of social and political movements in modern societies and market democracies; and 3) concrete examples of such social and political movements in the contemporary world.",POLS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12301,"Global Institutions and Policies",365,12301,A,4,"MWF 1100-1150,  ","R Manacsa","Carnegie Hall 001",20,20,"Closed // Waitlist: 0","Not open to new first-year students; Prerequisite:  POLS 150  or  INGS 200  ; Consent of professor required for late entry","This course compares international organizations, regimes, and policy processes and discusses the central concepts, principles, and processes that are employed in studying global governance.  It also examines the different organizational forms and mechanisms through which international political actors structure their interactions and relationships.  Self-contained regimes are studied in several issue areas: nuclear weapons proliferation, human trafficking, product standardization, global commons, and terrorism, among others.",POLS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12303,"International Political Economy",366,12303,A,4,"TR 0800-0915,  ","S Wilson","Walsh-Ellett Hall 202",20,18,"Available: 2","Not open to new first-year students; Consent of professor required for late entry","This course examines the dynamics of international political and economic relations. Issues of trade, monetary and financial networks, investment, North-South relations, and the international system will be explored. The international context of development will receive particular attention.",POLS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12302,"Terrorism and Global Security",412,12302,A,4,"MWF 1200-1250,  ","R Manacsa","Carnegie Hall 001",15,14,"Available: 1","General Education: GMWI: Major Writing Intensive<br><br>Open only to juniors and seniors; Prerequisite:  POLS 150  or  POLS 270  ; Consent of professor required for late entry","This course involves systematic consideration of the key concepts, theories, and methods that can be applied to the study of terrorism.  It analyzes contesting theories -- and the empirical grounds of such theories -- for why actors employ terrorist instruments. Among the theories of terrorism considered are those linked to psychological, ideological, cultural, and structural explanations. Finally, the course discusses and evaluates the effectiveness of various counter-terror methods and operations.",POLS,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12581,"Spanish Literature and Culture through 1700",301,12581,A,4,"MWF 1300-1350,  ","S Raulston","Gailor Hall 233",20,12,"Available: 8","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: One course in Spanish numbered 299 or higher, or placement; Consent of professor required for late entry","An introduction to the culture of Spain emphasizing literature, the arts, and history from the Middle Ages to 1700. This course, along with SPAN 302 SPAN 303, and SPAN 304, constitutes the core of the major in Spanish. Students are strongly encouraged to take all four of these courses before undertaking more advanced study.",SPAN,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12582,"Latin American Literature and Culture, Pre-Colonial to Independence",303,12582,A,4,"MWF 1000-1050,  ","L Garcia-Santana","Gailor Hall 225",20,17,"Available: 3","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: One course in Spanish numbered 299 or higher, or placement; Consent of professor required for late entry","An introduction to the study of Latin America emphasizing literature, history, and the arts from Pre-Columbian cultures to the nineteenth-century wars of independence. This course, along with SPAN 301, SPAN 302, and SPAN 304, constitutes the core of the major in Spanish. Students are strongly encouraged to take all four of these courses before undertaking more advanced study.",SPAN,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12583,"Latin American Literature and Culture, Pre-Colonial to Independence",303,12583,B,4,"TR 1330-1445,  ","A Mylonas-Leegstra","Gailor Hall 233",20,10,"Available: 10","General Education: G6: Comprehending Cross-Culturally (Language)<br><br>Prerequisites: One course in Spanish numbered 299 or higher, or placement; Consent of professor required for late entry","An introduction to the study of Latin America emphasizing literature, history, and the arts from Pre-Columbian cultures to the nineteenth-century wars of independence. This course, along with SPAN 301, SPAN 302, and SPAN 304, constitutes the core of the major in Spanish. Students are strongly encouraged to take all four of these courses before undertaking more advanced study.",SPAN,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12584,"Women’s Voices in Latin America",387,12584,A,4,"TR 1100-1215,  ","L Burner","Gailor Hall 225",20,10,"Available: 10","General Education: G7: Encountering Perspectives<br><br>Prerequisites: One course in Spanish numbered 299 or higher; Consent of professor required for late entry","A study of literature, film, and other cultural expressions of Latin American and Latinx women. Examines the portrayal of gender, sexuality, race/ethnicity, social class, and other issues in their work.",SPAN,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12710,"Latin American and Latinx Documentary",394,12710,A,4,"MW 1400-1515,  ","A Marquez-Gomez","Gailor Hall 224",20,8,"Available: 12","Prerequisites: One course in Spanish numbered 299 or higher, or placement; Consent of professor required for late entry","This course offers a panoramic study of documentary films produced by Latin American and Latinx directors. The course provides the technical vocabulary and the theoretical frameworks to appreciate how documentaries have historically approached the complexities and multilayered realities of the region and its cultures. The course establishes the influential Third Cinema movement of the 1960s as a starting point from which to investigate contemporary works on themes such as political events, economics, historical memory, race and ethnicity, the environment, and gender and sexuality. Taught in Spanish.",SPAN,"International & Global Studies",SPAN,202610,"4 hours"
202610INGS12585,"Spanish Detective Novel 1975-present",405,12585,A,4,"TR 0930-1045,  ","R Sanchez-Imizcoz","Gailor Hall 103",11,9,"Available: 2","Prerequisites: One course in Spanish numbered 299 or higher; Consent of professor required for late entry","This course covers the evolution of the detective novel from after the death of Franco to the present day. It studies the changes in Spanish society through the Transición to the new democratic government.",SPAN,"International & Global Studies",SPAN,202610,"4 hours"
202610ITAL12520,"Elementary Italian I",103,12520,A,4,"MWF 1000-1050, R 1230-1320","A Martini","Gailor Hall 128",20,19,"Available: 1","Reserved Seats: new first-year students - 9 (none available); Consent of professor required for late entry","An intensive, introductory course with emphasis on the fundamentals of grammar (both written and spoken) and extensive practice in listening comprehension and reading. Four class hours per week.",ITAL,Italian,ITAL,202610,"4 hours"
202610ITAL12521,"Intermediate Italian",203,12521,A,4,"MWF 1100-1150, R 1330-1420","A Martini","Gailor Hall 128",20,14,"Available: 6","Prerequisites: ITAL 104 or placement; Consent of professor required for late entry","An intensive grammar review. Emphasis is on correct expression, vocabulary, and reading facility. Students completing this class may register for ITAL 301.",ITAL,Italian,ITAL,202610,"4 hours"
